,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:AT5G44600,35.51397912,-4.541390072,1.505652382,-3.016227468,0.002559412,0.014160264
gene:AT4G28950,18.40366493,-4.522363858,1.487540263,-3.040162321,0.002364507,0.013234087
gene:AT2G28350,51.73149489,-4.50903858,1.06998668,-4.214107208,2.5076815648141e-05,0.00024639
gene:AT5G06265,47.5004579,-4.507858256,0.915895468,-4.921804304,8.5749938263599e-07,1.10698511850956e-05
gene:AT1G10750,44.64107214,-4.507564284,1.282601171,-3.514392771,0.000440761,0.003136325
gene:AT3G05936,16.16915013,-4.505310875,1.628302113,-2.766876515,0.005659619,0.027426068
gene:AT4G20140,20.9502866,-4.499677709,1.523396225,-2.953714625,0.003139742,0.016824542
gene:AT4G03140,77.95584951,-4.47897374,1.204847142,-3.717462227,0.000201234,0.001581083
gene:AT5G43910,15.98205703,-4.476841054,1.736110913,-2.578660741,0.009918414,0.043676421
gene:AT2G38570,32.28773245,-4.457892524,1.382579624,-3.224329684,0.001262679,0.007809786
gene:AT5G09250,53.98991627,-4.447653912,0.969305481,-4.588495576,4.46451766829447e-06,5.16735033549801e-05
gene:AT2G31560,77.21181555,-4.436994388,1.184321602,-3.746443853,0.000179359,0.001430118
gene:AT4G01790,34.56778251,-4.433978293,1.181226526,-3.75370701,0.000174239,0.001396229
gene:AT3G57140,28.37262521,-4.431781646,1.271353432,-3.485876967,0.000490527,0.003440836
gene:AT3G14450,41.46978477,-4.413250546,1.441577727,-3.061403117,0.002203023,0.012442424
gene:AT4G28830,36.73836508,-4.412676861,1.492002222,-2.957553812,0.003100906,0.016648882
gene:AT5G55840,18.70877521,-4.410643612,1.662025745,-2.653775746,0.007959671,0.036473202
gene:AT2G41250,106.5549191,-4.399459181,0.765319414,-5.748526825,9.00243649908105e-09,1.56247878930849e-07
gene:AT2G45630,19.50927006,-4.384080803,1.460900523,-3.000944098,0.00269144,0.014742411
gene:AT5G63140,18.84002864,-4.381187964,1.551361344,-2.824092518,0.00474147,0.023772807
gene:AT1G76870,83.1338989,-4.381162752,0.948179539,-4.620604613,3.82623351379113e-06,4.48795506846141e-05
gene:AT5G15330,52.06751495,-4.380253001,1.039112702,-4.215378172,2.49359976975537e-05,0.000245169
gene:AT2G37678,36.36756032,-4.375920251,1.43434905,-3.050805694,0.002282282,0.012822349
gene:AT5G06940,18.35798357,-4.373554271,1.64213672,-2.663331389,0.007737118,0.035636286
gene:AT2G44420,49.90886562,-4.371291464,0.942456033,-4.638191396,3.51471237452098e-06,4.15037937329937e-05
gene:AT2G38070,21.97754174,-4.357165443,1.693158679,-2.573394624,0.010070631,0.044174909
gene:AT4G16442,37.44278469,-4.354255679,1.288163771,-3.380203493,0.000724322,0.004797573
gene:AT3G63110,191.7702008,-4.32836729,0.660694976,-6.551233851,5.70636166553106e-11,1.25240649188303e-09
gene:AT3G25030,75.13357218,-4.327584685,1.026347342,-4.216491347,2.48132804037986e-05,0.000244175
gene:AT1G66130,76.90580749,-4.312487845,0.966159584,-4.463535751,8.06181394827693e-06,8.84166014592779e-05
gene:AT1G17090,20.24425518,-4.310654444,1.449577115,-2.973732407,0.002942015,0.015902249
gene:AT2G46570,117.7652069,-4.309785408,0.831619568,-5.182400193,2.19048587102583e-07,3.11852603886872e-06
gene:AT3G57780,16.78221527,-4.308809153,1.505041465,-2.862917237,0.004197602,0.021476726
gene:AT1G59700,19.03081401,-4.304619441,1.671415626,-2.575433287,0.010011458,0.044013832
gene:AT1G25375,26.59845766,-4.302291242,1.494137428,-2.879448142,0.003983718,0.020518025
gene:AT3G22680,57.5532674,-4.271629632,1.024164539,-4.17084313,3.03474723797127e-05,0.000292796
gene:AT3G03630,43.95567725,-4.265121439,0.938167792,-4.54622454,5.46167691571076e-06,6.20580621449827e-05
gene:AT4G09620,82.16699479,-4.2489322,0.930963358,-4.564016579,5.01841131593554e-06,5.75308999458768e-05
gene:AT5G05830,30.17126301,-4.240447555,1.208293866,-3.509450534,0.000449034,0.003186405
gene:AT3G04450,17.6380294,-4.236123435,1.630403957,-2.598204829,0.009371258,0.041686611
gene:AT3G23210,32.70287392,-4.231018691,1.524611943,-2.77514466,0.005517716,0.026955583
gene:AT5G60200,176.0084528,-4.229213831,0.875510349,-4.830569779,1.36142890234812e-06,1.70937922455295e-05
gene:AT5G53900,65.99266771,-4.224236445,0.943807608,-4.47573892,7.61474912616967e-06,8.39454130472588e-05
gene:AT4G34860,15.73033126,-4.221620597,1.490570744,-2.832217535,0.004622639,0.023255764
gene:AT5G65450,76.93716577,-4.214733351,0.797435404,-5.285360208,1.25457646411745e-07,1.8391536771769e-06
gene:AT3G50630,99.15340131,-4.211703059,0.923359942,-4.561279809,5.08427745312663e-06,5.81820287858391e-05
gene:AT5G65880,39.10257366,-4.207477157,1.313696327,-3.202777591,0.001361091,0.008308998
gene:AT1G04760,23.333917,-4.193057054,1.320339198,-3.175742309,0.001494536,0.00897633
gene:AT1G12020,56.71886195,-4.187629931,0.944157265,-4.435309757,9.19399932249351e-06,9.95309892909759e-05
gene:AT1G08400,42.5902025,-4.182830897,0.979287399,-4.271300643,1.94336207475066e-05,0.000196732
gene:AT1G63855,17.39976031,-4.168449563,1.477045384,-2.822154016,0.004770226,0.023904534
gene:AT1G47960,475.0030128,-4.161894396,1.511612189,-2.753281845,0.005900108,0.028412628
gene:AT3G47590,38.03820611,-4.15677929,1.135855864,-3.659601032,0.000252608,0.001933282
gene:AT1G18400,57.38049027,-4.145455182,1.071314909,-3.869501999,0.000109058,0.000917459
gene:AT3G61113,28.40989991,-4.141638453,1.48669804,-2.785796673,0.005339635,0.02624548
gene:AT2G23690,15.28754302,-4.121281011,1.595033614,-2.583820789,0.009771255,0.043151023
gene:AT1G68600,34.25087744,-4.118325761,1.523653879,-2.702927364,0.006873176,0.032204211
gene:AT5G54890,37.19165664,-4.113191226,1.119838921,-3.673020422,0.0002397,0.001847718
gene:AT5G42770,26.03508652,-4.107526122,1.277737056,-3.21468811,0.001305863,0.008027868
gene:AT5G63180,55.17776764,-4.087638813,0.89537528,-4.565279947,4.98828210788223e-06,5.72536994707914e-05
gene:AT3G62950,108.505834,-4.083136066,0.823969316,-4.955446747,7.21642857832159e-07,9.41707235766332e-06
gene:AT1G62170,26.57622633,-4.081926961,1.317685721,-3.097800103,0.001949629,0.011224168
gene:AT4G10330,32.00876148,-4.073255385,1.212219474,-3.360163298,0.000778964,0.005117236
gene:AT3G21465,36.1381135,-4.063103005,1.254149432,-3.239727979,0.001196438,0.007449724
gene:AT5G04050,25.04648455,-4.062991938,1.280920219,-3.171932083,0.001514284,0.00907439
gene:AT1G18610,57.64150286,-4.031283764,1.015382553,-3.970211771,7.1808777762388e-05,0.000630842
gene:AT3G27030,65.84178989,-4.023788885,1.253321088,-3.210501223,0.001325037,0.00812498
gene:AT4G37580,66.82164355,-4.013689101,1.166639158,-3.440386063,0.000580885,0.003959233
gene:AT2G29290,160.1610685,-3.973263037,0.884248414,-4.493378752,7.01019418071105e-06,7.7860483318134e-05
gene:AT4G02700,23.21597715,-3.972060433,1.352634601,-2.936536172,0.003319001,0.017625791
gene:AT4G24480,31.27305383,-3.965961265,1.175137983,-3.374889862,0.000738452,0.004879413
gene:AT1G30545,27.51402283,-3.93467696,1.193673672,-3.296275232,0.00097976,0.006263174
gene:AT1G31770,88.35814208,-3.932917332,0.92004742,-4.27468981,1.91403584560803e-05,0.000194619
gene:AT2G35660,33.72522965,-3.923227306,1.551658552,-2.528408909,0.011458082,0.04906455
gene:AT3G04140,22.33929912,-3.915491611,1.42538964,-2.746962305,0.006015005,0.02888643
gene:AT5G08320,55.60702018,-3.91514004,1.190953786,-3.287398793,0.001011175,0.006436211
gene:AT1G29660,26.92836287,-3.903443304,1.112247228,-3.509510482,0.000448932,0.003186405
gene:AT1G14360,64.8971831,-3.901276287,0.874471055,-4.461298362,8.14645758734192e-06,8.90926225233848e-05
gene:AT1G76310,73.46438796,-3.896569765,1.093535361,-3.563277334,0.000366253,0.002679455
gene:AT3G11290,60.98707698,-3.875433418,1.287042675,-3.011114932,0.002602903,0.014376092
gene:AT1G26220,69.67421282,-3.872837262,1.250654591,-3.096648179,0.00195722,0.011255624
gene:AT5G37260,209.4995305,-3.864379104,0.525098304,-7.359344091,1.8481607162875e-13,5.00329078299604e-12
gene:AT1G52880,27.48862836,-3.861296953,1.43954145,-2.682310365,0.007311559,0.033952447
gene:AT2G37120,100.1073026,-3.85033608,0.716787514,-5.371656178,7.80167560670255e-08,1.17870213561861e-06
gene:AT4G14130,20.6857742,-3.843806583,1.414844058,-2.716770488,0.00659223,0.031137976
gene:AT2G37460,57.43919367,-3.825078028,1.418687421,-2.696209166,0.007013361,0.032773289
gene:AT4G01440,51.80016758,-3.801639409,0.908322098,-4.185342864,2.84735985816882e-05,0.000276798
gene:AT5G02650,27.28934041,-3.800505965,1.251725806,-3.03621284,0.002395702,0.013390123
gene:AT5G60970,78.06599544,-3.794626376,1.023225433,-3.708494975,0.000208495,0.001630682
gene:AT3G45230,45.11954648,-3.789883387,1.099027276,-3.448397932,0.000563923,0.00385865
gene:AT4G28270,93.13244326,-3.777393442,0.920447704,-4.103865351,4.06303993705657e-05,0.000380007
gene:AT4G05110,85.52123278,-3.772791226,0.769845157,-4.900714371,9.54888001360413e-07,1.22205347408147e-05
gene:AT1G76800,168.0978622,-3.762127579,0.740790498,-5.078531094,3.80364187818103e-07,5.20344697023657e-06
gene:AT1G70150,28.4149782,-3.754796735,1.289074157,-2.912785673,0.003582204,0.018792657
gene:AT2G01755,80.88999571,-3.754713187,0.829748896,-4.525119836,6.0361293116396e-06,6.79832750090339e-05
gene:AT5G65410,37.36220344,-3.744080319,1.256336079,-2.98015824,0.002880995,0.015611879
gene:AT1G49840,112.226175,-3.743128156,0.851228734,-4.397323548,1.09593915558744e-05,0.000116997
gene:AT1G76405,59.79281128,-3.738700079,1.30749758,-2.859431739,0.004244007,0.021673827
gene:AT1G72030,47.76426182,-3.724798218,1.464407549,-2.543553001,0.010973141,0.047293107
gene:AT2G01510,39.14170667,-3.721606015,1.140378087,-3.263484329,0.001100513,0.006911148
gene:AT1G53650,72.57657735,-3.710371535,1.075822336,-3.448870143,0.000562937,0.003853278
gene:AT1G78090,60.66430888,-3.704874249,1.223081994,-3.029129908,0.002452592,0.013661554
gene:AT3G18940,62.61741509,-3.700937089,1.149062986,-3.22083048,0.001278197,0.007877919
gene:AT4G05130,65.81002037,-3.694351401,1.15529885,-3.197745241,0.001385066,0.008441972
gene:AT1G49870,51.067043,-3.686800415,0.957441754,-3.85067854,0.000117791,0.000985547
gene:AT4G10890,38.68053489,-3.682454041,1.390418536,-2.64845005,0.00808618,0.036952229
gene:AT3G25717,51.33839386,-3.663567114,0.925105208,-3.960162675,7.48987240889827e-05,0.000654998
gene:AT4G22570,297.6842138,-3.661329615,0.389659248,-9.396234371,5.65507922131192e-21,2.71443802622972e-19
gene:AT4G00050,56.64626336,-3.655096659,1.137617507,-3.212939884,0.001313838,0.008068615
gene:AT2G01913,40.10378946,-3.645312686,1.371803862,-2.657313327,0.00787662,0.036174941
gene:AT2G34200,38.07643279,-3.644964637,1.183121754,-3.080802652,0.002064434,0.011780679
gene:AT4G23490,91.83823225,-3.637620245,1.124529271,-3.234793739,0.001217306,0.007563738
gene:AT5G23870,128.6301176,-3.636579642,0.970097124,-3.74867583,0.000177771,0.001418628
gene:AT3G28740,76.66444694,-3.630478593,1.326152452,-2.737602746,0.006188878,0.029552041
gene:AT5G02750,83.96419825,-3.622867832,1.015410452,-3.567885109,0.000359874,0.002639809
gene:AT5G52190,62.8024691,-3.616857373,1.007476183,-3.590017744,0.000330655,0.00245353
gene:AT2G40960,28.3067609,-3.612713224,1.269609915,-2.845530097,0.004433757,0.02247054
gene:AT1G77110,82.08278301,-3.611068924,0.94210471,-3.832980438,0.0001266,0.001051704
gene:AT1G74530,101.3299526,-3.604197816,0.834741193,-4.317742847,1.57632929963126e-05,0.000162339
gene:AT4G37110,49.23580382,-3.585308338,1.134157054,-3.161209751,0.001571153,0.009356917
gene:AT3G05730,428.6596917,-3.583210564,1.334306458,-2.685447966,0.007243265,0.033700355
gene:AT1G79720,74.24210989,-3.568653682,1.169648694,-3.051047465,0.002280445,0.012815769
gene:AT3G01940,78.66432753,-3.548828172,0.86632488,-4.096417238,4.19593397699256e-05,0.000390538
gene:AT5G63630,76.92146398,-3.53444156,1.133613585,-3.11785392,0.001821731,0.010593557
gene:AT5G48730,78.14448181,-3.532451795,0.972894857,-3.630866961,0.000282471,0.002128689
gene:AT1G66890,83.58059384,-3.528460318,1.005352495,-3.509674803,0.000448655,0.003186405
gene:AT4G14090,36.35815527,-3.527596795,1.059791506,-3.32857621,0.000872911,0.005659811
gene:AT3G17950,70.69983431,-3.525362123,1.037925789,-3.396545457,0.000682422,0.004546647
gene:AT1G55675,78.74950793,-3.518064127,1.108167245,-3.174668935,0.001500075,0.009000453
gene:AT1G69170,31.99205625,-3.517699028,0.992068597,-3.545822373,0.00039139,0.002838536
gene:AT3G29185,218.6300341,-3.515893145,0.445331405,-7.895003821,2.90306343558768e-15,9.32857512657622e-14
gene:AT1G10240,35.67163272,-3.510705793,0.948422508,-3.701626399,0.000214222,0.00166937
gene:AT1G34010,67.28193684,-3.510682435,1.045084015,-3.359234651,0.000781587,0.005132713
gene:AT1G03540,27.12449614,-3.501614271,1.19191528,-2.937804667,0.003305452,0.017575752
gene:AT3G12210,48.77470224,-3.500907014,1.086051525,-3.223518345,0.001266262,0.007826913
gene:AT2G32400,74.36343767,-3.499550817,0.804386748,-4.350582384,1.35776429298732e-05,0.00014188
gene:AT4G16447,112.5306063,-3.495161496,1.125966776,-3.104142655,0.001908313,0.011027081
gene:AT3G07190,38.1327452,-3.492997298,1.310719738,-2.664945981,0.007700069,0.035482626
gene:AT3G03980,50.21076246,-3.488413345,1.24279915,-2.80690033,0.005002072,0.024891384
gene:AT2G38050,31.25579663,-3.481110012,1.138697101,-3.057099214,0.002234903,0.012592919
gene:AT1G59840,107.5087576,-3.474375654,0.932517254,-3.725803078,0.000194694,0.001536722
gene:AT4G37550,87.68903241,-3.47424503,1.33006984,-2.612077145,0.008999394,0.040415386
gene:AT1G68220,98.74883534,-3.471739966,0.787869752,-4.406489721,1.05059291705329e-05,0.000112594
gene:AT4G01595,27.50343187,-3.470592039,1.095205775,-3.168894942,0.001530197,0.009152651
gene:AT5G22920,669.4022863,-3.446849351,0.547682484,-6.293517592,3.10351316986622e-10,6.29612041166971e-09
gene:AT5G16610,88.82432239,-3.444665491,1.005739815,-3.425006587,0.000614785,0.004157896
gene:AT1G53520,69.65915596,-3.441372806,0.999924523,-3.44163257,0.000578215,0.003944313
gene:AT5G35220,123.2419546,-3.435975224,0.885785394,-3.879015445,0.00010488,0.000885021
gene:AT1G17350,32.80597544,-3.401174401,1.289561601,-2.63746563,0.008352809,0.037999259
gene:AT5G14940,183.3463033,-3.398395432,0.942862949,-3.604336595,0.000312951,0.00233205
gene:AT3G51610,54.43405845,-3.39771424,0.873751111,-3.888652269,0.000100802,0.00085248
gene:AT4G17790,43.95058593,-3.393632075,1.077980729,-3.14813798,0.001643141,0.009720118
gene:AT4G39770,162.1525295,-3.375898812,0.708346215,-4.765888118,1.88023578617748e-06,2.32289976972684e-05
gene:AT5G59360,77.54352435,-3.372448463,1.114316423,-3.026472907,0.00247425,0.013756315
gene:AT1G12730,38.81318445,-3.367577755,0.966172728,-3.485482107,0.000491251,0.003444663
gene:AT4G33960,67.36965392,-3.362853176,1.328024611,-2.53222203,0.01133422,0.048653225
gene:AT2G43280,44.68420221,-3.342657838,1.212549384,-2.756718927,0.005838451,0.028165041
gene:AT2G38370,85.1261767,-3.334149999,0.962361532,-3.464550369,0.000531119,0.003679976
gene:AT5G16310,44.87863512,-3.334069151,1.01782853,-3.275668793,0.001054121,0.006656733
gene:AT4G01650,52.5103464,-3.332225788,1.135792927,-2.933832136,0.003348052,0.017743547
gene:AT4G04200,43.53778051,-3.320921303,1.198662468,-2.770522471,0.005596644,0.027216827
gene:AT3G54250,66.5152879,-3.320178124,1.163652339,-2.853238903,0.004327607,0.022036452
gene:AT2G37240,58.96256941,-3.319461111,0.941444181,-3.525924508,0.000422007,0.003022998
gene:AT1G21410,31.66113312,-3.315693903,1.240246487,-2.673415274,0.007508324,0.034706344
gene:AT1G16340,51.55642629,-3.309746183,0.95179789,-3.477362388,0.000506373,0.003532681
gene:AT2G19620,83.4981368,-3.302595502,0.950746178,-3.473687907,0.000513358,0.003572346
gene:AT5G48220,127.7807546,-3.292123721,0.9339742,-3.524855099,0.000423714,0.003031843
gene:AT1G49470,222.4142396,-3.28102607,0.583810044,-5.62002333,1.90931674619349e-08,3.11709319174999e-07
gene:AT3G51870,87.28469422,-3.269127933,1.119664071,-2.919739963,0.003503236,0.018433647
gene:AT1G75750,483.1468967,-3.256754592,0.312892897,-10.40852834,2.26698963479627e-25,1.39855822085123e-23
gene:AT3G56620,102.6322807,-3.252343472,0.974406779,-3.337767698,0.000844543,0.005499245
gene:AT3G28080,125.770847,-3.251417069,0.687488411,-4.72941364,2.25169208790694e-06,2.73097475160887e-05
gene:AT5G64850,72.58388381,-3.248806499,1.233556593,-2.633690678,0.00844624,0.03834274
gene:AT4G12300,76.27340361,-3.235754637,0.975175193,-3.318126487,0.000906234,0.005851459
gene:AT4G29890,91.45868754,-3.2354672,0.996098447,-3.248139991,0.001161621,0.007247612
gene:AT2G23600,455.5202907,-3.232674578,0.478898199,-6.750233318,1.47607594048111e-11,3.44381935786429e-10
gene:AT1G52340,140.841682,-3.215572166,1.075615126,-2.989519288,0.002794168,0.015209883
gene:AT2G29340,46.59400703,-3.208468366,1.006208421,-3.188671749,0.001429281,0.008653202
gene:AT2G33180,63.48382877,-3.208238129,1.124909364,-2.851996998,0.004344551,0.022105186
gene:AT5G08270,65.9091179,-3.193690089,0.820451678,-3.892599861,9.91756551516341e-05,0.000840569
gene:AT4G10120,278.449458,-3.191688046,0.548479043,-5.819161349,5.91436218888219e-09,1.05115090869441e-07
gene:AT3G57350,55.72747692,-3.178500565,1.051168395,-3.023778665,0.00249639,0.013867393
gene:AT3G26450,41.36219544,-3.177088668,0.980578866,-3.240013402,0.001195241,0.007445306
gene:AT2G40860,74.50724794,-3.171408923,0.845125699,-3.752588433,0.000175018,0.001400727
gene:AT5G47370,149.0982498,-3.1686135,1.068185557,-2.966351191,0.003013562,0.016243358
gene:AT2G01520,308.8609414,-3.165151071,0.851432372,-3.717442716,0.00020125,0.001581083
gene:AT2G42820,48.91045782,-3.163782273,1.056011161,-2.995974276,0.002735695,0.014942298
gene:AT1G55960,174.5984673,-3.162514672,0.896717559,-3.526767864,0.000420665,0.003014508
gene:AT5G01470,28.89875314,-3.161269336,1.07539584,-2.939633221,0.00328601,0.017496298
gene:AT1G14900,94.33292938,-3.158785887,1.135770082,-2.781184271,0.005416098,0.026553506
gene:AT3G24315,61.34808047,-3.158732747,1.095506566,-2.883353551,0.003934656,0.020320432
gene:AT4G15955,35.12590424,-3.153800434,0.956426763,-3.297482419,0.000975558,0.006240458
gene:AT5G64620,185.3001962,-3.152411419,0.647720004,-4.866935404,1.13342054398088e-06,1.43338230161262e-05
gene:AT1G31320,23.48695684,-3.138430568,1.160440043,-2.704517642,0.006840364,0.032089525
gene:AT3G58470,60.48924516,-3.132798928,1.191717812,-2.628809351,0.008568438,0.038824223
gene:AT2G30350,30.70849379,-3.131333556,1.237591394,-2.530183688,0.011400283,0.048889309
gene:AT1G71970,49.82471297,-3.126950127,1.123534892,-2.783135752,0.005383628,0.026425703
gene:AT3G57190,86.23750494,-3.126747626,1.14849213,-2.722480671,0.006479382,0.030672654
gene:AT4G01450,256.3763049,-3.12202134,0.422488214,-7.389605759,1.4726479470669e-13,4.04358454852265e-12
gene:AT1G04770,62.3911764,-3.119380816,0.968075203,-3.222250508,0.001271879,0.007851547
gene:AT1G55805,58.57967149,-3.116888256,1.007461577,-3.093803602,0.001976083,0.011333622
gene:AT2G04795,46.18873773,-3.108743953,1.172570269,-2.651221881,0.008020113,0.03673754
gene:AT3G02370,62.08750631,-3.100554294,1.055499016,-2.937524571,0.00330844,0.017586535
gene:AT1G69570,161.3239172,-3.09234152,0.557677529,-5.545035182,2.93895070888502e-08,4.68673763418548e-07
gene:AT2G28660,125.2824594,-3.084181491,0.757389264,-4.072122006,4.6586764578885e-05,0.000427408
gene:AT5G04475,63.71761931,-3.073808435,0.749966756,-4.098592919,4.15669365281997e-05,0.000387261
gene:AT3G43430,118.8306103,-3.052707759,0.614245173,-4.969852253,6.70039385907256e-07,8.80937028684622e-06
gene:AT1G19680,70.36197646,-3.043835369,0.934603454,-3.256820159,0.001126678,0.007057044
gene:AT4G31240,80.39762363,-3.041474306,1.080831371,-2.814013719,0.004892714,0.024441983
gene:AT1G48750,76.77997408,-3.03770669,0.664076914,-4.574329606,4.77747230960681e-06,5.49980783584401e-05
gene:AT1G15570,50.64380282,-3.036292771,1.15547797,-2.627737482,0.008595482,0.038910766
gene:AT5G27360,43.14729778,-3.027268325,1.165779002,-2.596777193,0.009410294,0.041840921
gene:AT2G40815,66.16923916,-3.02129681,0.857417906,-3.523715553,0.000425541,0.003042648
gene:AT3G18900,70.77293659,-3.018160863,1.035324538,-2.915183357,0.003554796,0.018669227
gene:AT5G04130,81.12220693,-3.005174321,0.876269249,-3.429510193,0.000604672,0.004093817
gene:AT4G23410,106.228239,-3.003416995,0.675867478,-4.443795704,8.83855360867355e-06,9.58988048814817e-05
gene:AT1G72630,104.0559165,-2.999291739,0.705903955,-4.2488666,2.14854810407915e-05,0.000215842
gene:AT1G04710,62.41800018,-2.991119239,1.021284233,-2.928782354,0.003402926,0.017974622
gene:AT1G68520,1254.732607,-2.987053035,0.387723421,-7.70408202,1.31787187660594e-14,4.00732983900651e-13
gene:AT3G26490,40.33652611,-2.983757834,1.169745464,-2.550775297,0.01074836,0.046511788
gene:AT4G30620,157.0350179,-2.96361968,0.590489751,-5.018918064,5.19633056182913e-07,6.97969090398375e-06
gene:AT4G31360,75.56727316,-2.959741335,0.928035395,-3.189254796,0.001426401,0.008641915
gene:AT3G53470,59.88672151,-2.955606873,0.905096524,-3.265515659,0.00109265,0.00687298
gene:AT1G05590,56.62017431,-2.952020035,0.776087008,-3.803723044,0.000142538,0.00116797
gene:AT5G22930,69.08630432,-2.951765632,0.936492515,-3.151937238,0.001621911,0.009616613
gene:AT3G01740,63.24626698,-2.951761145,0.928428395,-3.179309422,0.001476264,0.008882504
gene:AT1G55340,146.34444,-2.928656526,0.686456096,-4.266342078,1.98704032131159e-05,0.000200664
gene:AT3G22410,78.90188356,-2.926560289,0.71598462,-4.087462504,4.36117136073198e-05,0.000403188
gene:AT4G18580,41.91691034,-2.925234667,1.149649847,-2.544457058,0.010944777,0.047213147
gene:AT2G36050,56.14146536,-2.916218628,1.068075255,-2.730349398,0.006326723,0.030083194
gene:AT1G59540,57.46469113,-2.91425777,1.116959427,-2.60909904,0.009078096,0.040655002
gene:AT5G10080,53.76643874,-2.903326607,1.041418847,-2.787856794,0.005305799,0.026132555
gene:AT4G01995,70.80693981,-2.90326456,0.960540319,-3.022532737,0.00250669,0.013912561
gene:AT4G29310,86.53789301,-2.893693994,0.771428102,-3.751087087,0.00017607,0.001407003
gene:AT1G67910,85.10806275,-2.893488771,0.909567293,-3.181170642,0.001466812,0.008839448
gene:AT5G11070,1119.656944,-2.886494406,0.499697955,-5.776478328,7.62803221842971e-09,1.33963835894466e-07
gene:AT2G04530,40.54486041,-2.880939609,1.110188639,-2.595000082,0.00945909,0.042038457
gene:AT1G46264,84.52762704,-2.880921429,0.971480115,-2.965497064,0.003021942,0.016283971
gene:AT4G34090,138.9660941,-2.87750096,0.816327894,-3.52493279,0.00042359,0.003031843
gene:AT4G03100,58.13696944,-2.865163736,1.08804539,-2.633312692,0.008455646,0.038367344
gene:AT3G10520,121.0631208,-2.861693333,0.573553786,-4.989407101,6.05648913953364e-07,8.02860213207599e-06
gene:AT5G35080,51.6095102,-2.860941577,1.054576867,-2.712881029,0.006670105,0.031428685
gene:AT2G26680,102.9722508,-2.857669325,0.786298666,-3.634330628,0.000278703,0.002102069
gene:AT1G67080,156.1768643,-2.855927894,0.626003873,-4.562156907,5.06307863348839e-06,5.79739069228939e-05
gene:AT4G31840,111.3970111,-2.841997116,0.96469283,-2.946012478,0.003218994,0.017177488
gene:AT2G21530,303.247379,-2.841974398,0.397318012,-7.152895943,8.49660136678471e-13,2.18056777477163e-11
gene:AT5G55180,66.46505172,-2.834183768,0.965160125,-2.936490739,0.003319487,0.017625791
gene:AT4G36540,477.4142083,-2.82936163,0.373552573,-7.574199281,3.61349374447622e-14,1.05485085498803e-12
gene:AT5G67200,67.89641548,-2.822665596,0.934007088,-3.022102971,0.002510251,0.013928313
gene:AT5G20885,334.7977315,-2.820924388,0.468702166,-6.018586197,1.75947014629888e-09,3.29438534785611e-08
gene:AT5G47800,89.60056195,-2.817180449,0.785934828,-3.584496255,0.000337729,0.002500237
gene:AT5G27320,121.2530329,-2.81624268,0.771165858,-3.651928635,0.000260278,0.00198417
gene:AT3G60630,189.5029964,-2.813517124,0.494330859,-5.691566836,1.25878864120881e-08,2.12536524263045e-07
gene:AT4G15830,67.19306975,-2.812071877,0.900222761,-3.123751142,0.001785614,0.010415059
gene:AT4G03210,586.5932326,-2.810045365,0.427734849,-6.569596502,5.04517888087902e-11,1.1213580034545e-09
gene:AT1G61600,145.8296442,-2.808850284,0.906473777,-3.098655865,0.001944007,0.011203067
gene:AT1G75340,120.0984152,-2.804262276,0.611548167,-4.585513341,4.52872353986479e-06,5.23222513177176e-05
gene:AT1G23090,922.2605286,-2.776498162,0.459003514,-6.048969298,1.45775433493156e-09,2.75086818027085e-08
gene:AT3G50420,26.82255172,-2.76657227,1.048021927,-2.639803803,0.008295404,0.037782756
gene:AT3G06590,218.7401481,-2.758897151,0.405302436,-6.807008564,9.96490015813059e-12,2.36212313108002e-10
gene:AT1G07440,123.706625,-2.757378488,0.691169731,-3.989437565,6.6230148710258e-05,0.000586114
gene:AT3G17170,342.4135378,-2.757017255,0.507763053,-5.429731916,5.64387673946007e-08,8.64915123257383e-07
gene:AT1G43710,236.6935263,-2.755545309,0.556488054,-4.951670192,7.35792293598412e-07,9.58222602651031e-06
gene:AT1G70475,132.6969616,-2.754801501,0.568208695,-4.848221307,1.24573383863147e-06,1.56718202130579e-05
gene:AT5G57685,132.4123659,-2.754214287,0.666413533,-4.132890689,3.58229123280596e-05,0.000340048
gene:AT1G71050,79.39861597,-2.753775875,1.076451547,-2.558197703,0.010521626,0.045756947
gene:AT2G13690,110.3270026,-2.750815166,0.790812415,-3.47846735,0.00050429,0.003520701
gene:AT2G37650,102.1043109,-2.743578985,1.011131542,-2.713374937,0.00666017,0.031389559
gene:AT4G26660,80.62151832,-2.74096026,0.983544192,-2.786819628,0.00532281,0.026191756
gene:AT2G37450,152.8892077,-2.739712788,0.73793954,-3.712652106,0.000205099,0.001608041
gene:AT4G25910,100.4267904,-2.735785693,0.962915003,-2.841149723,0.00449512,0.022713816
gene:AT1G08560,137.6244255,-2.728428953,0.562419894,-4.851231225,1.22697400767963e-06,1.54560181281528e-05
gene:AT5G05800,98.0846036,-2.726744224,0.724438298,-3.763942672,0.000167255,0.001348692
gene:AT5G53880,425.0159257,-2.720899913,0.444584628,-6.120094448,9.35199090097531e-10,1.80730041026077e-08
gene:AT2G19570,131.5268143,-2.71668596,0.599797903,-4.52933554,5.9169469272041e-06,6.67581444635548e-05
gene:AT5G16600,110.4369986,-2.715984244,0.661559863,-4.105424766,4.03572618124069e-05,0.000377819
