,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:AT4G02520,2653.798731,5.496970279,0.240462636,22.85997677,1.16291911169197e-115,1.24354817010262e-112
gene:AT3G56710,557.0230543,5.496378173,0.389895773,14.09704478,3.96008967216522e-45,6.29948809998645e-43
gene:AT3G23120,120.4188991,5.496244204,0.813762017,6.754117407,1.43707347532445e-11,3.36505964148966e-10
gene:AT2G47140,48.94554687,5.48972932,1.215060048,4.518072443,6.24051348492118e-06,7.00801654362677e-05
gene:AT3G28600,178.7502392,5.483032082,1.657083807,3.308844163,0.00093682,0.006026706
gene:AT1G76650,294.0412527,5.480518069,0.740584267,7.40026262,1.35915428928519e-13,3.74263258371407e-12
gene:AT4G22690,1375.466456,5.474620779,0.323130031,16.94246977,2.18744944287903e-64,6.68317886929137e-62
gene:AT3G26840,790.9198101,5.474450928,1.067814485,5.126780921,2.94738145477526e-07,4.11991272632638e-06
gene:AT4G38540,701.5881455,5.46318046,0.302179441,18.07925925,4.64276983404733e-73,1.78728067531486e-70
gene:AT5G57510,208.8253295,5.462087448,0.66145741,8.257655538,1.48561548412807e-16,5.28560570027672e-15
gene:AT1G66400,31.94687821,5.459868907,1.619439998,3.371454894,0.000747723,0.004935586
gene:AT5G40780,364.9289041,5.458298663,0.546829016,9.981728294,1.83246712556151e-23,1.01940252117942e-21
gene:AT5G12020,50.22261627,5.455486136,1.066153185,5.116981513,3.10464038787709e-07,4.31778310591462e-06
gene:AT1G80450,198.2467082,5.44887394,0.876655968,6.215521415,5.11544961670289e-10,1.01822310467732e-08
gene:AT1G72950,20.29821717,5.434581752,2.103055253,2.584136458,0.009762316,0.043127166
gene:AT5G44480,39.97358356,5.42818485,1.581267511,3.432806159,0.000597369,0.004051501
gene:AT5G59820,343.9027533,5.426319064,0.440478793,12.31913806,7.14539106991978e-35,7.276957000731e-33
gene:AT4G22590,604.6798006,5.418515262,0.379040085,14.29536207,2.33886192618093e-46,3.94898371536232e-44
gene:AT5G11140,13.44442291,5.41820871,1.907616985,2.840302195,0.004507082,0.022763659
gene:AT2G26530,1122.950587,5.408534461,0.337759126,16.01299282,1.03699430383652e-57,2.52659067851206e-55
gene:AT5G25930,617.5546541,5.403662219,0.502945908,10.74402264,6.32280192684508e-27,4.2257392877748e-25
gene:AT5G38710,157.0606515,5.399159965,0.764394721,7.06331404,1.62577727008735e-12,4.08524293663725e-11
gene:AT4G30090,13.33902264,5.397486099,1.793532874,3.009415762,0.002617507,0.01444734
gene:AT3G15990,64.26622337,5.393714083,1.07934873,4.997193153,5.8170795938824e-07,7.73867580266938e-06
gene:AT1G23540,34.30173814,5.387071404,1.285709043,4.189961512,2.79001773886818e-05,0.000271635
gene:AT4G23030,73.19939291,5.373076695,0.864160326,6.217684998,5.04543143067862e-10,1.00636750443215e-08
gene:AT5G54710,300.7449413,5.369745938,0.44681892,12.01772283,2.86765666435734e-33,2.73250769680941e-31
gene:AT1G63720,307.6415011,5.368878643,0.690483579,7.775534141,7.51297127480381e-15,2.3437547989858e-13
gene:AT1G72330,1024.028244,5.367613951,0.361446638,14.85036347,6.91924842518064e-50,1.33181693687877e-47
gene:AT2G26400,74.22014427,5.361921999,1.02147041,5.249219112,1.52745308432291e-07,2.20889684200205e-06
gene:AT1G58410,72.95620537,5.361503361,0.960989008,5.5791516,2.41694525610325e-08,3.90920740482725e-07
gene:AT5G48540,143.9661075,5.355225153,0.817133587,6.553671564,5.6139367243272e-11,1.233528014496e-09
gene:AT1G52200,178.6470865,5.344469189,0.683515943,7.819084895,5.32087184074935e-15,1.68725109045706e-13
gene:AT3G13100,698.806083,5.339192847,0.31754733,16.81384895,1.93208895179368e-63,5.72136125294227e-61
gene:AT1G68390,419.9636989,5.302371789,0.57722491,9.18597187,4.07827736011596e-20,1.89610344510899e-18
gene:AT1G61360,553.7980622,5.300432876,0.420813211,12.59569029,2.2300044232021e-36,2.51012427706397e-34
gene:AT4G29740,34.5152949,5.298448378,1.819169561,2.912564333,0.003584744,0.018800856
gene:AT5G18350,38.35288393,5.298244801,1.249529837,4.240190704,2.23329968312048e-05,0.000222844
gene:AT3G16720,423.8780231,5.288470143,0.380700554,13.89141699,7.14085075880928e-44,1.07380543285595e-41
gene:AT2G28570,602.4715284,5.285021907,0.419251843,12.60584062,1.96070864463353e-36,2.21998352893566e-34
gene:AT5G41740,472.6028739,5.283113233,0.471156187,11.21308257,3.51726488760532e-29,2.83264914462875e-27
gene:AT2G24600,309.42885,5.27850421,0.624089189,8.457932463,2.72159652440296e-17,1.02515244426043e-15
gene:AT1G69710,23.15369234,5.277280577,1.746428042,3.021756665,0.002513125,0.013936222
gene:AT4G11000,123.4974515,5.275457956,0.921821093,5.72286531,1.04742303333123e-08,1.79686261546876e-07
gene:AT5G22250,526.9176442,5.266516863,0.484150099,10.87785972,1.46973348945758e-27,1.05165168048623e-25
gene:AT1G25400,373.0054112,5.263167484,0.627198439,8.391550679,4.7977143675019e-17,1.7623359951465e-15
gene:AT4G39890,97.89029472,5.251203247,1.050862742,4.997040084,5.8216970917837e-07,7.73867580266938e-06
gene:AT2G25470,21.15958793,5.249675198,1.954341638,2.686160442,0.007227837,0.03364078
gene:AT2G22760,21.68083585,5.246080859,1.890941844,2.774321629,0.005531696,0.026982788
gene:AT3G10815,54.13233434,5.237370745,1.190339204,4.399897714,1.08301914736545e-05,0.000115747
gene:AT5G44390,35.43701972,5.208358078,1.344756231,3.873087149,0.000107465,0.000906042
gene:AT2G31230,92.88516766,5.207890495,0.99237482,5.247906728,1.53837144157562e-07,2.22301602908765e-06
gene:AT5G48110,27.7649513,5.1966271,1.21978165,4.260292898,2.04159181586667e-05,0.000205741
gene:AT5G62150,107.6217335,5.196430604,1.102154833,4.71479183,2.41957991399719e-06,2.92171105298733e-05
gene:AT1G73066,651.6440935,5.191535924,0.414942821,12.51144895,6.46343603746153e-36,6.9892256656775e-34
gene:AT4G15760,1459.150167,5.154241991,0.241503331,21.34232255,4.59542681428902e-101,4.02058069642887e-98
gene:AT3G57740,32.97717194,5.148989579,1.663475034,3.095321224,0.001965999,0.011292611
gene:AT2G21640,1113.087492,5.148241281,0.473192571,10.87980158,1.43875803110028e-27,1.0333289023365e-25
gene:AT1G61562,55.68806001,5.146120501,1.018618196,5.052060254,4.37069765371864e-07,5.93280595477972e-06
gene:AT1G02220,59.91070741,5.145376859,0.930236872,5.531254472,3.17948673342279e-08,5.04523995423923e-07
gene:AT4G21920,33.98741388,5.14340608,1.116437321,4.606981496,4.08556342661965e-06,4.76888567832474e-05
gene:AT5G03350,314.3250583,5.142493339,0.633295251,8.120214597,4.65360088421586e-16,1.58535415609534e-14
gene:AT3G28930,1152.556367,5.140242356,0.375416919,13.69209029,1.13205115568099e-42,1.65073641246573e-40
gene:AT4G20820,17.27010803,5.139597647,1.808633093,2.841702757,0.004487331,0.02268176
gene:AT1G51820,16.71758672,5.134018267,1.91227482,2.684770103,0.007257971,0.033753034
gene:AT3G10320,14.9567863,5.121554467,1.789726192,2.861641345,0.004214535,0.021534743
gene:AT3G47780,444.7880345,5.120996103,0.479839234,10.67231635,1.37163694543128e-26,9.06406012457914e-25
gene:AT2G41880,471.730044,5.117236378,0.499193969,10.250998,1.17127864337902e-24,6.87340589260956e-23
gene:AT5G52750,646.106016,5.115150874,0.53604995,9.542302676,1.39695469190654e-21,7.00223539318151e-20
gene:AT5G24530,207.2372019,5.108947828,0.73309777,6.968985636,3.19234288979661e-12,7.82754343220447e-11
gene:AT5G07100,116.0929779,5.107832751,0.824585299,6.194426164,5.84977546875248e-10,1.15602133698714e-08
gene:AT2G15390,137.8620999,5.106133898,0.691281881,7.386471477,1.50776474424154e-13,4.12236588027859e-12
gene:AT3G19580,230.9185483,5.103648795,0.556661683,9.168313446,4.80477173346465e-20,2.2124939312375e-18
gene:AT4G30280,122.8640986,5.101819943,0.897977124,5.681458696,1.33550768983792e-08,2.25095026392296e-07
gene:AT3G03341,62.77221227,5.098186604,1.232756886,4.135597752,3.54031869078803e-05,0.000336514
gene:AT1G26730,116.3278152,5.079868162,0.773748352,6.565271707,5.19380695791403e-11,1.14908501524057e-09
gene:AT2G31865,431.8695267,5.078635702,0.484568642,10.48073536,1.05916941654254e-25,6.68422719003633e-24
gene:AT4G32860,24.76075118,5.075353065,1.831114697,2.771728649,0.00557595,0.027136758
gene:AT3G25882,235.8368862,5.067852461,0.699369723,7.246313783,4.28267302996283e-13,1.13076667326097e-11
gene:AT2G27505,33.42903735,5.065318556,1.258340259,4.025396566,5.68793780865938e-05,0.000514239
gene:AT1G14370,248.2331189,5.063508143,1.650216788,3.068389668,0.002152158,0.012205284
gene:AT1G72060,319.8571187,5.049483148,0.53647585,9.412321446,4.85297949629174e-21,2.34110649986525e-19
gene:AT1G72545,47.37559467,5.042611823,1.189787788,4.23824473,2.25274129877504e-05,0.000224435
gene:AT1G30757,178.8091621,5.041838939,0.656761085,7.676823513,1.63081864240851e-14,4.91236263365867e-13
gene:AT2G03770,60.97669429,5.039228953,0.98015877,5.141237425,2.72934889322355e-07,3.83463558370562e-06
gene:AT3G11820,1342.870696,5.035125334,0.356327235,14.13062163,2.45963486769345e-45,3.9452543277803e-43
gene:AT3G25600,198.547239,5.034007915,0.862292788,5.837933458,5.28522561490937e-09,9.43692232242816e-08
gene:AT1G17170,643.5075041,5.029649999,0.35549677,14.14822982,1.91517684936309e-45,3.12401050818142e-43
gene:AT5G64120,1199.878662,5.021645385,0.43296929,11.59815604,4.2105277434095e-31,3.60196613356205e-29
gene:AT1G21326,48.85611755,5.019177456,1.317553189,3.809468564,0.000139266,0.00114604
gene:AT4G38940,401.1041553,5.00755315,0.464294301,10.78529962,4.03924893939985e-27,2.76681365073197e-25
gene:AT5G50120,28.81261131,5.001899418,1.619545392,3.088458924,0.002011975,0.011508617
gene:AT1G55450,1234.831973,4.999733593,0.311038748,16.07431107,3.86263658634458e-58,9.65558818363124e-56
gene:AT4G11370,208.0860077,4.987831958,0.733006473,6.804621978,1.01314915231771e-11,2.39571190218811e-10
gene:AT2G19130,105.9553321,4.986455402,0.793660618,6.282856031,3.32408872216993e-10,6.72080459289146e-09
gene:AT2G27310,526.1599398,4.97520621,0.53315796,9.331580109,1.04304152562768e-20,4.94494169588215e-19
gene:AT4G28390,132.8008533,4.968869778,0.688794971,7.213858965,5.43880878892338e-13,1.42430192611153e-11
gene:AT4G10960,21.89492125,4.963721445,1.726999409,2.87418827,0.004050674,0.020802395
gene:AT1G35210,712.2908041,4.95153483,1.752982115,2.82463511,0.004733449,0.023738776
gene:AT5G61010,1089.891052,4.94934801,0.302513684,16.3607409,3.64664129252022e-60,9.74868772200405e-58
gene:AT1G69260,38.49571177,4.933221696,1.089754427,4.526911362,5.98520293843597e-06,6.74886855061602e-05
gene:AT5G66480,155.1176357,4.933085093,0.743307524,6.636667778,3.20853688318692e-11,7.27419528004497e-10
gene:AT3G09020,268.5247382,4.930334239,0.819394208,6.017047951,1.77626477791837e-09,3.3225990714648e-08
gene:AT1G51620,92.48012149,4.927480164,0.934015196,5.275588861,1.3233046891873e-07,1.93254693911056e-06
gene:AT3G04110,17.52419463,4.927184875,1.859715015,2.649430066,0.008062766,0.036871493
gene:AT3G12040,96.89980097,4.925533605,1.152941994,4.272143465,1.93602947078178e-05,0.00019644
gene:AT5G17350,34.00397928,4.920081135,1.443396154,3.408683833,0.000652771,0.004373315
gene:AT4G03292,14.70539301,4.918701146,1.806157162,2.723296317,0.006463406,0.030604584
gene:AT1G17420,841.0494863,4.915830626,0.305698902,16.08062897,3.48819405531499e-58,8.83431041798723e-56
gene:AT5G43420,155.4565527,4.907980308,0.625570431,7.845607894,4.30861218853623e-15,1.37077962652802e-13
gene:AT2G34430,3468.189176,4.904550112,0.263584322,18.60713896,2.81239831114852e-77,1.2029565042886e-74
gene:AT3G46110,78.02307067,4.903716486,0.850638182,5.764750033,8.17789565423557e-09,1.4270909841589e-07
gene:AT2G35480,185.236583,4.902459452,0.620324749,7.903053136,2.72153500998668e-15,8.7745570975249e-14
gene:AT1G74710,445.2099261,4.90215563,0.413225457,11.86315013,1.83922726481664e-32,1.70199261505724e-30
gene:AT3G50480,632.7890519,4.896959066,0.533574549,9.177647389,4.40612126335383e-20,2.03867841531333e-18
gene:AT3G60415,325.7219517,4.886299154,0.473419665,10.32128472,5.64625326261466e-25,3.36467748603118e-23
gene:AT3G13650,33.63736687,4.874004871,1.494711139,3.26083398,0.001110851,0.006964708
gene:AT1G02360,26.33477564,4.869658866,1.529336483,3.184164453,0.001451725,0.008764995
gene:AT1G30730,37.05185883,4.859731642,1.258327595,3.862056004,0.000112437,0.000944234
gene:AT5G62865,77.52998714,4.855322451,0.984498161,4.931774019,8.14861554950193e-07,1.0547717020633e-05
gene:AT1G60730,452.9976145,4.843239543,0.52451754,9.233703681,2.61432334034659e-20,1.22732916231686e-18
gene:AT2G17040,83.69034646,4.841175607,0.74452641,6.50235578,7.90718159763721e-11,1.70433853741681e-09
gene:AT5G57560,525.5936702,4.824895786,0.470728614,10.24984596,1.18532288752028e-24,6.93467931276303e-23
gene:AT3G05360,862.5256822,4.816333225,0.527044141,9.138386802,6.33908415311001e-20,2.88450807988325e-18
gene:AT5G57010,35.27670546,4.815981314,1.21665852,3.958367311,7.5463844786418e-05,0.000658746
gene:AT1G14480,267.6458028,4.801941307,0.655455003,7.326118937,2.36913550975296e-13,6.35998888308578e-12
gene:AT4G29780,482.3708105,4.794657266,0.364711039,13.14645502,1.78341600009106e-39,2.22903838764628e-37
gene:AT1G23550,374.7887478,4.792773044,0.494875501,9.684805639,3.49873367523891e-22,1.82009799408104e-20
gene:AT1G51760,2740.422937,4.791929754,0.26483098,18.09429452,3.53440629185466e-73,1.38837249603303e-70
gene:AT2G01379,41.53137126,4.786735828,1.072067161,4.464958916,8.0084117766945e-06,8.78825027809668e-05
gene:AT1G65240,19.80101907,4.78342933,1.646108624,2.905901385,0.003661968,0.019164102
gene:AT4G37030,127.7603226,4.782354017,0.729353115,6.556980314,5.49082584814272e-11,1.21062332102006e-09
gene:AT3G13210,22.45558138,4.778406784,1.730199216,2.761766819,0.005748952,0.02780996
gene:AT4G12720,1322.643653,4.777914951,0.252799979,18.89998163,1.14092239963194e-79,5.35621325563796e-77
gene:AT3G07195,26.98840912,4.77645858,1.516996308,3.148629009,0.001640383,0.00970913
gene:AT1G30755,657.797146,4.765760209,0.435785292,10.93602812,7.75222251643816e-28,5.63317318561402e-26
gene:AT1G30720,35.90973208,4.756372546,1.21243624,3.922987775,8.74575905126617e-05,0.00075084
gene:AT2G46270,119.3629643,4.751874777,0.664853747,7.147248244,8.85346868949221e-13,2.26912869953856e-11
gene:AT4G11521,140.020581,4.750872324,0.777575834,6.109850794,9.97243282436602e-10,1.92024751811717e-08
gene:AT4G01870,2490.493283,4.744292938,0.248723029,19.07460264,4.1053078484732e-81,2.07944645966874e-78
gene:AT4G00970,64.8607507,4.740943625,0.946979588,5.006384177,5.54620086903683e-07,7.40313968982114e-06
gene:AT3G11340,276.9868443,4.740497189,0.838792558,5.651572782,1.58986341822124e-08,2.64244832474829e-07
gene:AT2G04495,46.35271292,4.73799543,1.312250299,3.610588188,0.000305503,0.002281851
gene:AT1G74360,857.2248683,4.737466928,0.283277861,16.72374575,8.80095227055372e-63,2.56667771672148e-60
gene:AT3G59700,214.6236438,4.732051183,0.766298257,6.175208075,6.60763901377071e-10,1.29515107675212e-08
gene:AT4G01540,15.33850258,4.731336111,1.668939579,2.834935531,0.004583493,0.023082962
gene:AT2G28400,90.77653199,4.71898517,0.724213248,6.516016077,7.21992404364452e-11,1.55969806949573e-09
gene:AT1G64610,551.2098714,4.716002309,0.400937554,11.76243597,6.09500102791698e-32,5.45658510629516e-30
gene:AT2G04621,72.26891749,4.702336459,0.852532711,5.515725552,3.47343947464764e-08,5.47109353584433e-07
gene:AT5G03210,28.02982542,4.698487623,1.712480519,2.743673619,0.006075591,0.029119267
gene:AT2G40095,222.2836185,4.688569007,0.719278634,6.518432198,7.10460377938707e-11,1.53997087326174e-09
gene:AT2G38250,322.398576,4.686736269,0.494517619,9.477389868,2.60722939174824e-21,1.27370434853731e-19
gene:AT5G64870,181.3673132,4.683389925,0.797234127,5.874547724,4.23999322409167e-09,7.67024338132673e-08
gene:AT2G20720,776.4172203,4.682593135,0.343915086,13.61555024,3.23698530091199e-42,4.54784620963168e-40
gene:AT3G22240,50.06955201,4.681732261,1.108987397,4.221628013,2.42544144662372e-05,0.000240149
gene:AT1G73065,268.3991565,4.678846133,0.4819619,9.707917022,2.78979875503037e-22,1.46316202825135e-20
gene:AT1G13210,1472.248632,4.67839965,0.322597001,14.50230358,1.17151339393342e-47,2.10741026228322e-45
gene:AT1G61810,31.33929361,4.669161913,1.507456279,3.097377998,0.001952407,0.01123466
gene:AT2G39210,286.8946603,4.6644492,0.601209223,7.758445844,8.59764425544114e-15,2.66057004226256e-13
gene:AT4G29050,101.6507459,4.660552552,1.012800069,4.6016511,4.19154913859344e-06,4.88075848878684e-05
gene:AT3G08720,830.8897919,4.659728801,0.312218254,14.92458799,2.28039751077179e-50,4.47888686605464e-48
gene:AT4G03460,13.93012666,4.65926788,1.821271536,2.558249985,0.010520044,0.045756947
gene:AT1G68340,327.6398454,4.657770274,0.533606234,8.728852814,2.57268771281059e-18,1.06722183396936e-16
gene:AT4G13395,99.39653057,4.656517678,1.009587661,4.612296542,3.9824428776138e-06,4.65982130749607e-05
gene:AT4G30060,58.95024172,4.653889138,0.878031798,5.300365146,1.15571303692714e-07,1.70591752567281e-06
gene:AT1G08860,26.72770979,4.652184263,1.497828187,3.105953208,0.001896667,0.010966419
gene:AT1G32920,1376.247413,4.651606404,0.352854286,13.18279695,1.10227168742682e-39,1.40506790990672e-37
gene:AT5G66390,79.57625534,4.644220169,1.191929976,3.896386753,9.76384299157249e-05,0.000829001
gene:AT2G43620,183.755525,4.64290071,0.540779837,8.585565498,9.03906877686259e-18,3.54346223659982e-16
gene:AT2G32020,239.8644581,4.642733938,0.894839798,5.188340919,2.12175903978567e-07,3.02739940680463e-06
gene:AT5G23510,649.6631582,4.638721747,0.390055511,11.89246561,1.29525511604584e-32,1.20439953978987e-30
gene:AT5G01100,143.3071249,4.638320397,0.821312659,5.647447831,1.6284722853675e-08,2.69991018266151e-07
gene:AT4G11280,2855.933706,4.635837287,0.227061177,20.41668833,1.18853172509594e-92,7.37963182085378e-90
gene:AT2G02240,28.41734406,4.632390432,1.762651875,2.628080165,0.008586828,0.038889238
gene:AT3G12580,284.9251527,4.630759248,0.552536603,8.380909473,5.25202845437988e-17,1.92188295988411e-15
gene:AT2G15042,77.62799703,4.624328421,1.032873458,4.477149048,7.56464384194971e-06,8.34886838703257e-05
gene:AT5G22300,445.403221,4.623923053,0.356089697,12.98527616,1.48302282079286e-38,1.80665969965956e-36
gene:AT5G24510,23.23194041,4.623368716,1.531543798,3.01876363,0.002538085,0.014054388
gene:AT4G03320,142.7049077,4.622722063,0.554208759,8.341120545,7.35898301051647e-17,2.6725604714419e-15
gene:AT3G22060,161.035927,4.614056296,0.783661939,5.887814714,3.91335490425941e-09,7.09267939709841e-08
gene:AT3G13610,132.3381937,4.613008095,0.612642115,7.529694719,5.08590895569259e-14,1.46766979878817e-12
gene:AT2G41230,48.27872056,4.609995441,1.257231107,3.666784423,0.00024562,0.001886547
gene:AT5G22630,2156.904303,4.600976221,0.342071661,13.45032855,3.06507394014989e-41,4.21403880000036e-39
gene:AT1G02460,135.003985,4.599521508,0.806733939,5.701410692,1.18819981700496e-08,2.01679630314917e-07
gene:AT2G41380,446.8830658,4.592771092,0.572345106,8.024478663,1.01958009057504e-15,3.3719720933657e-14
gene:AT1G34180,52.76708951,4.58706809,1.127257564,4.069228041,4.71691628176088e-05,0.000431928
gene:AT1G33590,2216.188723,4.584507951,0.270615813,16.94102017,2.24202605466396e-64,6.74289335940185e-62
gene:AT1G72240,53.60316961,4.583120846,1.224732807,3.742139362,0.00018246,0.001451238
gene:AT1G02520,94.37654666,4.580819366,1.004614648,4.559777599,5.12078238572609e-06,5.85649550567176e-05
gene:AT5G14700,419.5806041,4.570349762,0.41943484,10.89644761,1.19845372203345e-27,8.63963941636696e-26
gene:AT2G23770,142.6835875,4.560306537,0.692738913,6.583009057,4.6102104715469e-11,1.02705244393906e-09
gene:AT2G42360,110.7272473,4.557037489,0.851597031,5.351166485,8.73890765069254e-08,1.31308738845066e-06
gene:AT1G10140,263.7862515,4.556066714,0.53045138,8.589037349,8.77010089875369e-18,3.45208388750943e-16
gene:AT5G02230,278.0350225,4.548485754,0.437181325,10.40411723,2.37446616197656e-25,1.4601828973075e-23
gene:AT4G22960,43.19062756,4.545867068,1.442273651,3.151875557,0.001622254,0.009616613
gene:AT2G22770,35.27634676,4.534481815,1.103606515,4.108784928,3.97746269059526e-05,0.000373819
gene:AT3G13600,29.66742884,4.534462606,1.512905151,2.997188954,0.002724818,0.014899798
gene:AT4G24570,588.9618369,4.532140979,0.372258814,12.17470429,4.23927692822635e-34,4.24987512054692e-32
gene:AT3G62150,1450.64583,4.530612781,0.37906723,11.95200328,6.33788269839545e-33,6.0094367575722e-31
gene:AT3G57530,1510.962779,4.528400987,0.281212052,16.10315403,2.4242549253138e-58,6.22160784032534e-56
gene:AT1G23710,551.0252157,4.528055962,0.324111185,13.97068714,2.35345014992356e-44,3.59517527664513e-42
gene:AT5G51830,1057.204022,4.520519295,0.294809358,15.33370354,4.55271783784276e-53,9.62974867503269e-51
gene:AT4G17243,115.6005925,4.517464807,1.153989479,3.914649907,9.05354751554299e-05,0.000774845
gene:AT4G17245,115.6005925,4.517464807,1.153989479,3.914649907,9.05354751554299e-05,0.000774845
gene:AT2G23170,200.348577,4.517102408,0.939461178,4.808184216,1.5230738338704e-06,1.89871276906331e-05
gene:AT2G03505,152.8546996,4.51684351,0.62967407,7.173303977,7.32090499013643e-13,1.88891125000196e-11
gene:AT1G13340,182.8711461,4.514609984,0.636717455,7.090444828,1.33681604772891e-12,3.39907995861109e-11
gene:AT3G04640,275.3720739,4.513672023,0.439446024,10.27127741,9.4939125713356e-25,5.588343399788e-23
gene:AT1G05340,69.0422575,4.510485797,0.94848643,4.755456331,1.97998658485685e-06,2.4351937243019e-05
gene:AT2G31020,63.7687725,4.505722321,0.887971968,5.074171804,3.89187311384464e-07,5.30905554183428e-06
gene:AT3G53810,720.1424758,4.503437943,0.473609598,9.508755659,1.92956746615248e-21,9.54763871169743e-20
gene:AT5G47960,57.30103768,4.499856272,1.257547175,3.578280293,0.000345862,0.002549659
gene:AT2G30550,480.9350314,4.498053728,0.394099553,11.41349616,3.58043107841493e-30,2.98338257131301e-28
gene:AT1G72540,184.3551016,4.497290878,0.699352138,6.430652934,1.27056971160156e-10,2.67277877692971e-09
gene:AT2G29710,17.44936515,4.492067083,1.768068285,2.540663797,0.011064225,0.047632344
gene:AT1G29920,2076.963626,4.489951777,0.264930096,16.94768484,2.00182829181036e-64,6.21470821947835e-62
gene:AT1G72220,20.62961289,4.487449135,1.71702877,2.613496764,0.008962093,0.040276061
gene:AT5G08790,2335.708837,4.485560733,0.231797336,19.3512178,1.99082259045901e-83,1.09483866346157e-80
gene:AT5G05735,268.0352662,4.484533549,0.683812483,6.558133496,5.44854240930892e-11,1.20267826025663e-09
gene:AT1G10340,85.10473077,4.482578184,1.034058275,4.334937685,1.45801418490984e-05,0.000151533
gene:AT3G02550,145.227069,4.473937482,0.931237622,4.804292026,1.55300028803167e-06,1.93476696077887e-05
gene:AT3G52400,857.2634896,4.46899641,0.466034235,9.589416549,8.85845188851169e-22,4.52274487931228e-20
gene:AT5G60950,23.2501144,4.466474474,1.617575475,2.7612155,0.005758666,0.027842957
gene:AT4G21865,40.49039371,4.465916335,1.562339072,2.858480861,0.004256748,0.021721602
gene:AT5G39680,75.42487262,4.464015079,0.804095644,5.551597138,2.83071346758155e-08,4.52914154813048e-07
gene:AT1G78850,3964.5333,4.462416131,0.271892369,16.4124361,1.5582555292166e-60,4.22440879244524e-58
gene:AT1G22180,336.1052003,4.462004834,0.558159776,7.994135421,1.30486276431217e-15,4.28600656782946e-14
gene:AT1G80110,14.82079764,4.458919801,1.616842347,2.757795038,0.005819267,0.028079533
gene:AT4G09012,24.10867742,4.448772631,1.318304972,3.374615681,0.000739188,0.004881961
gene:AT1G67470,155.2035019,4.440597548,0.570607417,7.782228926,7.12577714142433e-15,2.24112677153816e-13
gene:AT3G61190,180.2189381,4.439762056,0.614325202,7.227055059,4.93580032129188e-13,1.29787274022167e-11
gene:AT3G53450,22.86385299,4.430615738,1.628215597,2.721148076,0.006505561,0.03076635
gene:AT5G54720,248.6243055,4.427815889,0.775088082,5.712661558,1.11222740467469e-08,1.89620487911234e-07
gene:AT1G11050,853.717903,4.41868773,0.49496577,8.927259213,4.36693319899559e-19,1.87204298918189e-17
gene:AT5G15970,1772.647257,4.410115707,0.304246733,14.49519496,1.29932943822688e-47,2.2944489015588e-45
gene:AT1G67800,249.0476078,4.407844645,0.511745615,8.613351085,7.0955375796337e-18,2.81597747077916e-16
gene:AT4G26220,24.51579767,4.402676021,1.711768864,2.572003799,0.010111178,0.044330961
gene:AT1G07520,659.8541289,4.400415966,0.587557847,7.489332308,6.92248676406639e-14,1.97691432099035e-12
gene:AT3G21150,73.22251717,4.390668471,1.096379815,4.004696559,6.20971394547247e-05,0.000553867
gene:AT3G48080,57.36487657,4.389258947,0.802253973,5.471158878,4.47102248890508e-08,6.94018071503589e-07
gene:AT4G17250,266.9917614,4.386813875,1.707826869,2.56865257,0.010209476,0.044641525
gene:AT5G67310,75.47533227,4.386147213,0.797215923,5.501830918,3.75867333062259e-08,5.87708726789794e-07
gene:AT3G13080,9289.088379,4.386047499,0.220013184,19.93538482,2.0075517971652e-88,1.17095021187381e-85
gene:AT3G46930,242.3441458,4.371088736,0.608502257,7.183356653,6.80203495680259e-13,1.76449553704227e-11
gene:AT2G25735,173.5104167,4.365787754,0.683954808,6.383152372,1.73479134745659e-10,3.59143973249241e-09
gene:AT4G08590,26.55353946,4.3639345,1.346538631,3.240853548,0.001191724,0.007425802
gene:AT4G36770,21.50235125,4.360386058,1.659127624,2.628119739,0.008585829,0.038889238
gene:AT1G19230,81.20664726,4.359766227,0.916358023,4.757710542,1.95800992276709e-06,2.40970428346681e-05
gene:AT3G28340,413.4795488,4.356685589,0.515840254,8.445803817,3.01960428375014e-17,1.13296965406672e-15
gene:AT1G15790,78.12042125,4.351476635,1.012069666,4.299582116,1.71120463933439e-05,0.000175291
gene:AT1G49450,29.17363627,4.336156105,1.399343691,3.098707011,0.001943671,0.011203067
gene:AT1G20510,1808.874972,4.330550355,0.336123467,12.88380843,5.55264719501562e-38,6.59736748207782e-36
gene:AT4G23320,23.32862179,4.312770306,1.581508561,2.726997761,0.006391347,0.030315587
gene:AT4G35770,83.53884986,4.293148506,0.896038206,4.791256085,1.6574042267768e-06,2.06083440290697e-05
gene:AT3G05200,502.2086909,4.285745823,0.447345362,9.580396231,9.6673339653881e-22,4.90967926558813e-20
gene:AT2G29720,342.2610521,4.280988906,0.457535407,9.356628669,8.23214981805586e-21,3.92208959648364e-19
gene:AT1G66880,2564.118024,4.272626223,0.255550444,16.71930662,9.48159426221774e-63,2.72390636356966e-60
gene:AT1G67810,372.7807939,4.26412016,0.644837762,6.612702317,3.77366838274482e-11,8.49538819076869e-10
gene:AT1G52565,47.20688537,4.261475599,1.274950182,3.342464402,0.00083038,0.005419856
gene:AT3G61630,291.6007785,4.25256857,0.526154891,8.082351116,6.35298765114543e-16,2.13035376845379e-14
gene:AT2G41110,1924.980932,4.249734214,0.238485756,17.81965631,4.97411642164236e-71,1.74075987061404e-68
